economy,Country name,Indicator name,UNIT_MEASURE,UNIT_TYPE,Year,Value
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2007,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2007,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2007,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2007,9123334.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2007,6466377.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2007,1381304.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2007,3733.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2007,240196.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2007,5665825.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2007,4.201940059661865
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2007,6.002359867095947
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,2007,5.694169998168945
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2007,6.963399887084961
BTN,Bhutan,"School age population, secondary education, female (number)",,,2007,47357.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2007,40961.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2007,199998.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2007,89365.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2007,231020.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2007,747738.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2007,57017772.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2007,2968.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2007,5065862.0
FIN,Finland,"School age population, secondary education, female (number)",,,2007,194352.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2007,4913504.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2007,123748.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2007,17529.0
LBY,Libya,"School age population, secondary education, female (number)",,,2007,365073.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2007,142243.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2007,134063.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2007,350970.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2007,193510.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2007,158437.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2007,337639.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2007,145235.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2007,3564692.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2008,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2008,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2008,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2008,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2008,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2008,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2008,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2008,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2008,9135420.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2008,6315771.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2008,1389702.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2008,3705.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2008,227833.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2008,5616229.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2008,4.138259887695313
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2008,7.140069961547852
BTN,Bhutan,"School age population, secondary education, female (number)",,,2008,46827.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2008,41040.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2008,193729.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2008,89224.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2008,234097.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2008,763736.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2008,55031616.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2008,2948.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2008,5057616.0
FIN,Finland,"School age population, secondary education, female (number)",,,2008,195213.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2008,4853613.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2008,125845.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2008,17940.0
LBY,Libya,"School age population, secondary education, female (number)",,,2008,360085.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2008,136402.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2008,127401.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2008,350520.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2008,191910.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2008,161818.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2008,332259.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2008,150069.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2008,3503373.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2009,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2009,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2009,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2009,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2009,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2009,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2009,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2009,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2009,9131351.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2009,6183521.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2009,1395932.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2009,3664.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2009,217828.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2009,5571807.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2009,4.070899963378906
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2009,7.537799835205078
BTN,Bhutan,"School age population, secondary education, female (number)",,,2009,45979.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2009,41417.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2009,188369.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2009,89664.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2009,238364.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2009,779415.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2009,53226796.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2009,2979.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2009,5062879.0
FIN,Finland,"School age population, secondary education, female (number)",,,2009,194977.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2009,4800662.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2009,129653.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2009,18398.0
LBY,Libya,"School age population, secondary education, female (number)",,,2009,355554.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2009,129561.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2009,120783.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2009,350960.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2009,188450.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2009,198857.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2009,328527.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2009,154971.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2009,3425468.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2010,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2010,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2010,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2010,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2010,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2010,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2010,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2010,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2010,9125517.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2010,6090881.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2010,1401699.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2010,3624.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2010,210906.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2010,5540154.0
